j,Xle,Yle,Zle,Chord,Area,c_cl,ai,cl_norm,cl,cd,cdv,cm_c/4,cm_LE,C.P.x/c,surface,wing,panel,Chordwise,Spanwise,strip,Ssurf,Cave,CLsurf,Clsurf,CYsurf,Cmsurf,CDsurf,Cnsurf,CDisurf,CDvsurf,CLsurf_1,CDsurf_1
15.0,0.4,1.0392,0.0,0.29,0.0218,0.058,0.0054,0.1999,0.1999,0.0007,0.0,0.0025,-0.0475,0.238,main_wing_panel_0,main_wing,0,12.0,20.0,1.0,0.3654,0.29,0.05777,-0.00729,-0.0,0.00691,0.00017,0.0001,0.00017,0.0,0.20316,0.00058
16.0,0.4,1.1091,0.0,0.29,0.0186,0.0576,0.006,0.1986,0.1986,0.0007,0.0,0.0025,-0.0472,0.237,main_wing_panel_0,main_wing,0,12.0,20.0,1.0,0.3654,0.29,0.05777,-0.00729,-0.0,0.00691,0.00017,0.0001,0.00017,0.0,0.20316,0.00058
17.0,0.4,1.1672,0.0,0.29,0.015,0.0572,0.0065,0.1974,0.1974,0.0007,0.0,0.0025,-0.0468,0.237,main_wing_panel_0,main_wing,0,12.0,20.0,1.0,0.3654,0.29,0.05777,-0.00729,-0.0,0.00691,0.00017,0.0001,0.00017,0.0,0.20316,0.00058
18.0,0.4,1.212,0.0,0.29,0.011,0.0569,0.0068,0.1963,0.1963,0.0007,0.0,0.0025,-0.0466,0.237,main_wing_panel_0,main_wing,0,12.0,20.0,1.0,0.3654,0.29,0.05777,-0.00729,-0.0,0.00691,0.00017,0.0001,0.00017,0.0,0.20316,0.00058
19.0,0.4,1.2426,0.0,0.29,0.0067,0.0567,0.0071,0.1955,0.1955,0.0007,0.0,0.0025,-0.0463,0.237,main_wing_panel_0,main_wing,0,12.0,20.0,1.0,0.3654,0.29,0.05777,-0.00729,-0.0,0.00691,0.00017,0.0001,0.00017,0.0,0.20316,0.00058
20.0,0.4,1.2581,0.0,0.29,0.0022,0.0566,0.0073,0.1951,0.1951,0.0008,0.0,0.0026,-0.0462,0.237,main_wing_panel_0,main_wing,0,12.0,20.0,1.0,0.3654,0.29,0.05777,-0.00729,-0.0,0.00691,0.00017,0.0001,0.00017,0.0,0.20316,0.00058
21.0,0.4,-0.0019,0.0,0.29,0.0022,0.0598,0.0019,0.2062,0.2062,0.0005,0.0,0.0024,0.0492,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
22.0,0.4,-0.0174,0.0,0.29,0.0067,0.0598,0.0018,0.2062,0.2062,0.0005,0.0,0.0024,0.0492,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
23.0,0.4,-0.048,0.0,0.29,0.011,0.0598,0.0015,0.2062,0.2062,0.0005,0.0,0.0024,0.0492,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
24.0,0.4,-0.0928,0.0,0.29,0.015,0.0598,-0.0,0.2062,0.2062,0.0005,0.0,0.0024,0.0491,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
25.0,0.4,-0.1509,0.0,0.29,0.0186,0.0598,-0.029,0.2061,0.2061,0.0005,0.0,0.0024,0.0491,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
26.0,0.4,-0.2208,0.0,0.29,0.0218,0.0597,-0.0055,0.206,0.206,0.0005,0.0,0.0024,0.0491,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
27.0,0.4,-0.3008,0.0,0.29,0.0244,0.0597,0.0117,0.2058,0.2058,0.0005,0.0,0.0024,0.0491,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
28.0,0.4,-0.3889,0.0,0.29,0.0265,0.0596,0.0091,0.2055,0.2055,0.0005,0.0,0.0024,0.049,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
29.0,0.4,-0.4829,0.0,0.29,0.0279,0.0595,-0.0193,0.2051,0.2051,0.0005,0.0,0.0024,0.0489,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
30.0,0.4,-0.5806,0.0,0.29,0.0286,0.0593,0.0106,0.2046,0.2046,0.0006,0.0,0.0024,0.0487,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
31.0,0.4,-0.6794,0.0,0.29,0.0286,0.0591,0.0076,0.2039,0.2039,0.0006,0.0,0.0024,0.0486,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
32.0,0.4,-0.7771,0.0,0.29,0.0279,0.0589,0.0345,0.2031,0.2031,0.0006,0.0,0.0024,0.0484,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
33.0,0.4,-0.8711,0.0,0.29,0.0265,0.0586,-0.0032,0.2021,0.2021,0.0006,0.0,0.0024,0.0481,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
34.0,0.4,-0.9592,0.0,0.29,0.0244,0.0583,0.0041,0.201,0.201,0.0006,0.0,0.0024,0.0478,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
35.0,0.4,-1.0392,0.0,0.29,0.0218,0.058,0.0054,0.1999,0.1999,0.0007,0.0,0.0025,0.0475,0.238,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
36.0,0.4,-1.1091,0.0,0.29,0.0186,0.0576,0.006,0.1986,0.1986,0.0007,0.0,0.0025,0.0472,0.237,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
37.0,0.4,-1.1672,0.0,0.29,0.015,0.0572,0.0065,0.1974,0.1974,0.0007,0.0,0.0025,0.0468,0.237,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
38.0,0.4,-1.212,0.0,0.29,0.011,0.0569,0.0068,0.1963,0.1963,0.0007,0.0,0.0025,0.0466,0.237,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
39.0,0.4,-1.2426,0.0,0.29,0.0067,0.0567,0.0071,0.1955,0.1955,0.0007,0.0,0.0025,0.0463,0.237,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
40.0,0.4,-1.2581,0.0,0.29,0.0022,0.0566,0.0073,0.1951,0.1951,0.0008,0.0,0.0026,0.0462,0.237,main_wing_panel_0 (YDUP),main_wing,0,12.0,20.0,21.0,0.3654,0.29,0.05777,0.00729,-0.0,0.00691,0.00017,-0.0001,0.00017,0.0,0.20316,0.00058
41.0,0.4,1.2617,0.0,0.2899,0.002,0.0566,0.0073,0.1951,0.1951,0.0008,0.0,0.0026,-0.0462,0.237,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
42.0,0.4001,1.2754,0.0,0.2895,0.0059,0.0564,0.0073,0.1949,0.1949,0.0008,0.0,0.0026,-0.0461,0.237,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
43.0,0.4003,1.3025,0.0,0.2887,0.0097,0.0562,0.0074,0.1945,0.1945,0.0008,0.0,0.0026,-0.046,0.237,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
44.0,0.4005,1.3423,0.0,0.2876,0.0132,0.0557,0.0075,0.1938,0.1938,0.0008,0.0,0.0027,-0.0458,0.236,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
45.0,0.4009,1.3938,0.0,0.2861,0.0163,0.0551,0.0077,0.1927,0.1927,0.0008,0.0,0.0028,-0.0454,0.236,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
46.0,0.4013,1.4558,0.0,0.2842,0.0189,0.0543,0.0081,0.191,0.191,0.0008,0.0,0.0029,-0.0449,0.235,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
47.0,0.4017,1.5267,0.0,0.2821,0.0211,0.0532,0.0086,0.1885,0.1885,0.0008,0.0,0.003,-0.0441,0.234,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
48.0,0.4034,1.6218,0.0,0.276,0.0319,0.0514,0.0088,0.1863,0.1863,0.0008,0.0,0.0033,-0.0432,0.232,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
49.0,0.4064,1.7407,0.0,0.2654,0.0323,0.0486,0.0091,0.1831,0.1831,0.0008,0.0,0.0038,-0.0419,0.229,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
50.0,0.4095,1.8476,0.0,0.2533,0.0232,0.0451,0.0089,0.1781,0.1781,0.0008,0.0,0.0043,-0.0401,0.226,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
51.0,0.4125,1.9394,0.0,0.2397,0.0219,0.0412,0.0081,0.1719,0.1719,0.0007,0.0,0.0048,-0.0382,0.222,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
52.0,0.4161,2.0215,0.0,0.2255,0.0163,0.0371,0.0073,0.1646,0.1646,0.0006,0.0,0.0053,-0.0358,0.218,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
53.0,0.4201,2.0922,0.0,0.2109,0.0145,0.0329,0.0064,0.1561,0.156,0.0005,0.0,0.0057,-0.0332,0.213,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
54.0,0.4256,2.1823,0.0,0.1881,0.0207,0.0276,0.0047,0.1467,0.1467,0.0004,0.0,0.0063,-0.0303,0.207,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
55.0,0.4331,2.2799,0.0,0.157,0.0133,0.0207,0.0005,0.1321,0.1321,0.0,0.0,0.0064,-0.0265,0.202,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
56.0,0.4393,2.3401,0.0,0.1327,0.0049,0.0158,-0.003,0.1191,0.1191,-0.0002,0.0,0.0063,-0.0233,0.197,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
57.0,0.4433,2.3732,0.0,0.1167,0.0034,0.0124,-0.0037,0.1061,0.1061,-0.0002,0.0,0.0062,-0.0202,0.192,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
58.0,0.4499,2.4149,0.0,0.0897,0.0046,0.0088,-0.0049,0.0978,0.0978,-0.0003,0.0,0.0065,-0.0177,0.184,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
59.0,0.4623,2.455,0.0,0.0412,0.0012,0.0044,-0.0103,0.1075,0.1075,-0.0007,0.0,0.0085,-0.0165,0.171,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
60.0,0.4718,2.4745,0.0,0.0046,0.0,0.0009,-0.0313,0.2014,0.2013,-0.004,0.0,0.0158,-0.0311,0.172,main_wing_panel_1,main_wing,1,12.0,20.0,41.0,0.275268,0.226186,0.03714,-0.01301,7e-05,0.00474,0.00014,0.00018,0.00014,0.0,0.17337,0.00065
61.0,0.4,-1.2617,0.0,0.2899,0.002,0.0566,0.0073,0.1951,0.1951,0.0008,0.0,0.0026,0.0462,0.237,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
62.0,0.4001,-1.2754,0.0,0.2895,0.0059,0.0564,0.0073,0.1949,0.1949,0.0008,0.0,0.0026,0.0461,0.237,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
63.0,0.4003,-1.3025,0.0,0.2887,0.0097,0.0562,0.0074,0.1945,0.1945,0.0008,0.0,0.0026,0.046,0.237,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
64.0,0.4005,-1.3423,0.0,0.2876,0.0132,0.0557,0.0075,0.1938,0.1938,0.0008,0.0,0.0027,0.0458,0.236,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
65.0,0.4009,-1.3938,0.0,0.2861,0.0163,0.0551,0.0077,0.1927,0.1927,0.0008,0.0,0.0028,0.0454,0.236,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
66.0,0.4013,-1.4558,0.0,0.2842,0.0189,0.0543,0.0081,0.191,0.191,0.0008,0.0,0.0029,0.0449,0.235,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
67.0,0.4017,-1.5267,0.0,0.2821,0.0211,0.0532,0.0086,0.1885,0.1885,0.0008,0.0,0.003,0.0441,0.234,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
68.0,0.4034,-1.6218,0.0,0.276,0.0319,0.0514,0.0088,0.1863,0.1863,0.0008,0.0,0.0033,0.0432,0.232,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
69.0,0.4064,-1.7407,0.0,0.2654,0.0323,0.0486,0.0091,0.1831,0.1831,0.0008,0.0,0.0038,0.0419,0.229,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
70.0,0.4095,-1.8476,0.0,0.2533,0.0232,0.0451,0.0089,0.1781,0.1781,0.0008,0.0,0.0043,0.0401,0.226,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
71.0,0.4125,-1.9394,0.0,0.2397,0.0219,0.0412,0.0081,0.1719,0.1719,0.0007,0.0,0.0048,0.0382,0.222,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
72.0,0.4161,-2.0215,0.0,0.2255,0.0163,0.0371,0.0073,0.1646,0.1646,0.0006,0.0,0.0053,0.0358,0.218,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
73.0,0.4201,-2.0922,0.0,0.2109,0.0145,0.0329,0.0064,0.1561,0.156,0.0005,0.0,0.0057,0.0332,0.213,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
74.0,0.4256,-2.1823,0.0,0.1881,0.0207,0.0276,0.0047,0.1467,0.1467,0.0004,0.0,0.0063,0.0303,0.207,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
75.0,0.4331,-2.2799,0.0,0.157,0.0133,0.0207,0.0005,0.1321,0.1321,0.0,0.0,0.0064,0.0265,0.202,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
76.0,0.4393,-2.3401,0.0,0.1327,0.0049,0.0158,-0.003,0.1191,0.1191,-0.0002,0.0,0.0063,0.0233,0.197,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
77.0,0.4433,-2.3732,0.0,0.1167,0.0034,0.0124,-0.0037,0.1061,0.1061,-0.0002,0.0,0.0062,0.0202,0.192,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
78.0,0.4499,-2.4149,0.0,0.0897,0.0046,0.0088,-0.0049,0.0978,0.0978,-0.0003,0.0,0.0065,0.0177,0.184,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
79.0,0.4623,-2.455,0.0,0.0412,0.0012,0.0044,-0.0103,0.1075,0.1075,-0.0007,0.0,0.0085,0.0165,0.171,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
80.0,0.4718,-2.4745,0.0,0.0046,0.0,0.0009,-0.0313,0.2014,0.2013,-0.004,0.0,0.0158,0.0311,0.172,main_wing_panel_1 (YDUP),main_wing,1,12.0,20.0,61.0,0.275268,0.226186,0.03714,0.01301,-7e-05,0.00474,0.00014,-0.00018,0.00014,0.0,0.17337,0.00065
81.0,1.8,0.5005,0.0,0.1499,0.0003,0.0009,-0.1116,0.0062,0.0062,0.0003,0.0,-0.0068,-0.0084,1.357,hstab_panel_0,hstab,0,12.0,20.0,81.0,0.04375,0.125,0.00103,-0.00014,0.0,-0.00571,1e-05,0.0,1e-05,0.0,0.03031,0.0003
82.0,1.8002,0.5048,0.0,0.1493,0.001,0.002,-0.0094,0.0132,0.0132,0.0001,0.0,-0.0117,-0.015,1.141,hstab_panel_0,hstab,0,12.0,20.0,81.0,0.04375,0.125,0.00103,-0.00014,0.0,-0.00571,1e-05,0.0,1e-05,0.0,0.03031,0.0003
83.0,1.8005,0.5133,0.0,0.1481,0.0016,0.0029,0.0065,0.0196,0.0196,0.0002,0.0,-0.0163,-0.0211,1.081,hstab_panel_0,hstab,0,12.0,20.0,81.0,0.04375,0.125,0.00103,-0.00014,0.0,-0.00571,1e-05,0.0,1e-05,0.0,0.03031,0.0003
84.0,1.8009,0.5258,0.0,0.1463,0.0021,0.0036,0.0125,0.0246,0.0246,0.0003,0.0,-0.0198,-0.0259,1.054,hstab_panel_0,hstab,0,12.0,20.0,81.0,0.04375,0.125,0.00103,-0.00014,0.0,-0.00571,1e-05,0.0,1e-05,0.0,0.03031,0.0003
